Algorithm,Baseline,originalTitle,originalCategory,Language_50,Reference_50,Religion_50,Science_50,Arts_50,Entertainment_50,Business_50,Society_50,Life_50,People_50,Universe_50,Nature_50,Concepts_50,History_50,Technology_50,Culture_50,Mathematics_50,Sports_50,Politics_50,Geography_50,Humanities_50,World_50,Education_50,Philosophy_50,Law_50,Events_50,Health_50
LSI,RandomBaseline03,Quasi-empirical method,Science_50,0.2742148,0.08677617,0.3192322,0.32001722,0.20412596,0.19202115,0.17745607,0.1939422,0.24680346,0.4390776,0.2454248,0.23059861,0.3410155,0.34218726,0.1605301,0.41986805,0.23278533,0.03682038,0.26811874,0.17558654,0.8751417,0.34159735,0.14735839,0.27187496,0.081482366,0.17704596,0.4418229
LSI,RandomBaseline03,Regius Professor of Natural History (Aberdeen),Science_50,0.18766104,0.036930457,0.040869236,0.1899639,0.06598987,0.19079971,0.169909,0.033085003,0.21662733,0.13733912,0.78309274,0.06263475,0.067675255,0.3624637,0.16440046,0.873405,0.23950025,0.07909916,0.33873,0.12814134,0.15710689,0.3173516,0.13854912,0.13667916,0.049030833,0.34921956,0.09499135
LSI,RandomBaseline03,Scientific Integrity in Policymaking,Science_50,0.26266423,0.06649989,0.22199261,0.27324706,0.17548248,0.17747569,0.26802507,0.31868377,0.4436538,0.32154864,0.30416626,0.1929258,0.3458876,0.28870636,0.29099637,0.44021678,0.5796715,0.40609086,0.43113032,0.17754942,0.4131976,0.40273803,0.7922999,0.30276477,0.103442036,0.4220741,0.3342675
LSI,RandomBaseline03,Social studies of finance,Science_50,0.26427817,0.053170122,0.19489822,0.5349312,0.21793208,0.2311581,0.32245457,0.86053276,0.35031512,0.3178268,0.17724809,0.14415339,0.31449872,0.26088053,0.10503867,0.21763667,0.3514826,0.172138,0.2665088,0.1549798,0.2937609,0.46301183,0.41394788,0.24631321,0.13056585,0.20273185,0.30412132
LSI,RandomBaseline03,THE GrEEK CAMPUS,Science_50,0.15334663,0.03970599,0.13082577,0.21701723,0.11072444,0.13830964,0.4145792,0.15994683,0.1956192,0.21328025,0.42926002,0.27424625,0.09892011,0.15202752,0.11310964,0.25818482,0.3843993,0.06712445,0.20483232,0.13557416,0.20205215,0.31695005,0.23752424,0.11605853,0.81849337,0.36029187,0.18371752
LSI,RandomBaseline03,The Hunting Hypothesis,Science_50,0.52636254,0.09931597,0.40493637,0.4889564,0.17283472,0.38168418,0.35405484,0.20450404,0.34052208,0.69211346,0.41654903,0.214876,0.30347443,0.70481,0.26056236,0.40969834,0.43547642,0.12420863,0.36206394,0.17831926,0.7661894,0.55761075,0.26652423,0.20896779,0.15730652,0.3699126,0.23659217
LSI,RandomBaseline03,The World (Descartes),Science_50,0.27051646,0.26003653,0.24763753,0.2852917,0.13839176,0.22000724,0.24895094,0.1319988,0.36370012,0.48017916,0.36141646,0.7128124,0.21489115,0.47533113,0.24178058,0.4899928,0.3131949,0.44621295,0.30592868,0.07696434,0.57685447,0.4089009,0.2502342,0.2573745,0.10219024,0.31960225,0.2937427
LSI,RandomBaseline03,Theory of forms,Science_50,0.51557684,0.13582283,0.34169436,0.4625805,0.16863792,0.357561,0.3916313,0.18212166,0.34178436,0.6528657,0.44658184,0.3141405,0.35954678,0.619321,0.3567823,0.37189168,0.36492333,0.12540427,0.3496646,0.23904085,0.84665334,0.45895466,0.28436512,0.24232808,0.15209189,0.28448915,0.28632084
LSI,RandomBaseline03,University of Valencia Science Park,Science_50,0.25203764,0.2544136,0.19918923,0.29553396,0.20251676,0.18213853,0.28434056,0.37878054,0.298722,0.4858006,0.34538725,0.7413981,0.23634031,0.3589551,0.25750214,0.5283979,0.37841168,0.102623254,0.35961857,0.16929281,0.5226416,0.4344101,0.3042709,0.37648663,0.25549114,0.26234108,0.35319018
LSI,RandomBaseline03,798 Art Zone,Arts_50,0.7960781,0.04410651,0.12394185,0.8345101,0.123596385,0.89575166,0.32409376,0.19830838,0.2277043,0.23933078,0.13612744,0.124615245,0.15640819,0.20897862,0.092311084,0.115606174,0.25916576,0.09826694,0.1849207,0.21928027,0.37266505,0.31698555,0.19666487,0.123467535,0.12450584,0.20443954,0.19968215
LSI,RandomBaseline03,A. W. Mellon lectures,Arts_50,0.8421272,0.01914893,0.07717182,0.7974069,0.05352397,0.7738901,0.23691224,0.06986016,0.17773797,0.14132178,0.08781785,0.07659085,0.33802956,0.14624877,0.08307176,0.052823253,0.092337176,0.021631667,0.056323465,0.02980794,0.35702646,0.2010286,0.048418365,0.055308245,0.05433566,0.10038994,0.08188226
LSI,RandomBaseline03,Added art,Arts_50,0.83386797,0.01814042,0.045037463,0.7862055,0.034463696,0.8342252,0.22565523,0.040795166,0.08873127,0.113233484,0.035811648,0.0455193,0.05571428,0.1098565,0.03736636,0.027962517,0.05133316,0.015171915,0.031015532,0.0014532655,0.32980275,0.11467957,0.027046174,0.039314196,0.05075345,0.05672906,0.063294455
LSI,RandomBaseline03,Art Jog,Arts_50,0.8268202,0.014044146,0.04013837,0.7841417,0.030909289,0.829708,0.20166047,0.03375368,0.08287648,0.09904499,0.025342908,0.03663975,0.04048063,0.09851255,0.031586703,0.01932145,0.046807703,0.013169473,0.021974375,0.01052604615688324,0.31519985,0.10643684,0.025345262,0.035356566,0.046278886,0.054821376,0.054760195
LSI,RandomBaseline03,"Arts District (Portland, Maine)",Arts_50,0.863035,0.026948953,0.06267403,0.77761644,0.06657614,0.84108055,0.252373,0.053579755,0.13993095,0.16046953,0.05610702,0.06592708,0.09979287,0.15093009,0.05228106,0.05595066,0.15001124,0.08114968,0.07740152,0.23782042,0.33584553,0.2553985,0.0767133,0.07202804,0.07157482,0.11036855,0.11095926
LSI,RandomBaseline03,Arts and Crafts movement,Arts_50,0.84355956,0.034912568,0.083384424,0.81135225,0.083717875,0.8659318,0.27192986,0.111008555,0.16695642,0.18490727,0.11647661,0.08078355,0.1265311,0.16724405,0.071782544,0.09265858,0.15075323,0.04570035,0.11343445,0.19345295,0.3712663,0.21614459,0.10553722,0.08575618,0.08356225,0.11908354,0.19970788
LSI,RandomBaseline03,Aspectism,Arts_50,0.84507143,0.025589168,0.07138564,0.8039188,0.045016896,0.83994436,0.23635219,0.06366669,0.1346766,0.17004594,0.045183588,0.06294142,0.09130544,0.14195757,0.05716794,0.03702291,0.08777027,0.031974547,0.042847756,0.024202138,0.3637038,0.1586659,0.05906777,0.050280474,0.058838427,0.08983675,0.10392683
LSI,RandomBaseline03,Benda Bilili!,Arts_50,0.28311378,0.06676339,0.544352,0.17350762,0.1626746,0.27354166,0.72417027,0.13619305,0.21772735,0.3057958,0.15031053,0.13860324,0.376889,0.24880618,0.5862098,0.14996701,0.18391863,0.16690615,0.15374792,0.21867393,0.1919086,0.26253617,0.22530517,0.12846963,0.10502891,0.18044636,0.22348611
LSI,RandomBaseline03,Biomechanical art,Arts_50,0.79778874,0.017525345,0.050828934,0.7564582,0.04120648,0.892139,0.2501273,0.053488474,0.09262492,0.117892474,0.041279867,0.043179937,0.073216036,0.10717775,0.06525341,0.026358798,0.06335196,0.021562928,0.039917707,0.001977071166038513,0.32822728,0.12331026,0.029296357,0.053677686,0.050414287,0.059915025,0.060233288
LSI,RandomBaseline03,Black Spark,Arts_50,0.4368922,0.055483922,0.13041022,0.2584418,0.1310258,0.42067695,0.83100617,0.10176618,0.23236257,0.39331213,0.14730857,0.11857293,0.43986124,0.24814415,0.46366435,0.10875685,0.22344396,0.17529333,0.19597092,0.2872914,0.20133609,0.4233804,0.16719604,0.13345054,0.11105026,0.17691596,0.2000758
LSI,RandomBaseline03,Capsule review,Arts_50,0.3453889,0.058987536,0.121209666,0.21987356,0.14127934,0.28469566,0.59778416,0.12803131,0.31862128,0.33517522,0.23803104,0.20484428,0.36185586,0.26983085,0.8026748,0.36707538,0.28378633,0.21599625,0.24038845,0.36470655,0.28905186,0.24429008,0.21707341,0.14341316,0.1227095,0.16863902,0.18882006
LSI,RandomBaseline03,China International Gallery Exposition,Arts_50,0.840434,0.02449188,0.063544825,0.774752,0.043883353,0.8487695,0.2147038,0.041491784,0.10134406,0.1353822,0.029792018,0.055167746,0.0505566,0.13256882,0.04505574,0.027232092,0.06451019,0.025684882,0.030309763,0.0008151233196258545,0.34082085,0.13385251,0.039162055,0.044363048,0.056749642,0.06436055,0.0839266
LSI,RandomBaseline03,Chocolate box art,Arts_50,0.6372594,0.015021287,0.046717122,0.5637504,0.072567225,0.97518253,0.35594034,0.055299673,0.11218055,0.15457958,0.17068212,0.050479524,0.096746236,0.11987984,0.0652443,0.06816883,0.09592763,0.035370253,0.06462123,0.07863981,0.26621532,0.19953088,0.047563143,0.055633817,0.067959726,0.16078268,0.11221331
LSI,RandomBaseline03,Cliché verre,Arts_50,0.41155136,0.079185195,0.1042474,0.32772696,0.12847453,0.88471866,0.40724087,0.100764565,0.23031981,0.2311147,0.09876612,0.09875131,0.21247956,0.13771212,0.16365656,0.06887883,0.12813711,0.0799117,0.073881894,0.06639438,0.29780784,0.16859062,0.053072102,0.13366406,0.05949731,0.102536194,0.3753888
LSI,RandomBaseline03,Comprachicos,Arts_50,0.5288874,0.114356816,0.26849452,0.41251117,0.18703817,0.3352256,0.364532,0.20893216,0.469214,0.62702,0.4629693,0.2818597,0.4852989,0.5601095,0.22808826,0.3092407,0.591476,0.14482123,0.55516905,0.4596865,0.63910306,0.50729525,0.5336993,0.21270566,0.14441088,0.43053663,0.25638154
LSI,RandomBaseline03,Conté,Arts_50,0.45634723,0.39622816,0.07913553,0.426755,0.12623903,0.81583405,0.60941887,0.12488034,0.25965133,0.19075754,0.13331637,0.15859354,0.19053493,0.17104746,0.12496606,0.11197175,0.123304404,0.10115582,0.121891126,0.08167476,0.23078233,0.16170621,0.067836404,0.10403972,0.07242642,0.09847033,0.17424202
LSI,RandomBaseline03,Danse Macabre,Arts_50,0.5443031,0.04985829,0.16706298,0.48446584,0.13424876,0.807408,0.36218846,0.1561234,0.27739018,0.6179913,0.36445552,0.22474448,0.2120884,0.4353133,0.19422571,0.18903081,0.45654345,0.11462476,0.29756463,0.16747779,0.36330914,0.4029836,0.31330267,0.19319083,0.118048936,0.4277616,0.20439015
LSI,RandomBaseline03,Dedication (art),Arts_50,0.8169553,0.030236382,0.14250806,0.73228097,0.06368702,0.78946537,0.33903784,0.040316142,0.1885076,0.27324772,0.37315887,0.084781796,0.14349233,0.27829033,0.11454938,0.15291686,0.15141541,0.047713324,0.106613174,0.2747895,0.4226842,0.21161506,0.070737384,0.07648663,0.10212527,0.13755645,0.10126758
LSI,RandomBaseline03,Festivals (book),Arts_50,0.57075834,0.056338273,0.17701834,0.4062132,0.14751285,0.38444918,0.45069128,0.6195828,0.2724319,0.36989847,0.44722506,0.15019462,0.23393832,0.42817852,0.3456598,0.23457107,0.36397386,0.28896546,0.28584057,0.15970121,0.2815621,0.49546295,0.27049863,0.13270788,0.19050734,0.47221845,0.18020867
LSI,RandomBaseline03,Fiction,Arts_50,0.5991153,0.08075763,0.22505777,0.3521763,0.22742699,0.4820814,0.5426669,0.41388637,0.32771593,0.43400407,0.28843075,0.2396947,0.49062148,0.42722487,0.347953,0.2184993,0.2995763,0.14349255,0.18057218,0.1840626,0.75291383,0.33054215,0.1373235,0.19500822,0.15970963,0.21981373,0.26176536
LSI,RandomBaseline03,Figure painting,Arts_50,0.66082424,0.020469673,0.045362815,0.5937613,0.049915195,0.9800248,0.2385242,0.053119898,0.123817295,0.10501032,0.03805859,0.06704864,0.07184123,0.10007298,0.052837506,0.03809765,0.060173385,0.030404426,0.029846106,0.019647986,0.2781862,0.10412307,0.035211597,0.05155239,0.045042414,0.055639096,0.075056985
LSI,RandomBaseline03,First Things First 1964 manifesto,Arts_50,0.5292537,0.07882711,0.22401567,0.4199799,0.16774411,0.65803784,0.28649765,0.16531774,0.24075413,0.49789152,0.12037398,0.17119616,0.34455624,0.33213633,0.12224026,0.08374387,0.26587167,0.058657393,0.20409146,0.7008196,0.5275644,0.31130713,0.10625473,0.22397411,0.13062182,0.15959369,0.28546774
LSI,RandomBaseline03,Frame story,Arts_50,0.59267396,0.08283688,0.21424516,0.43276685,0.2893998,0.56137604,0.65709853,0.2117666,0.45900258,0.65905666,0.39296553,0.2531943,0.4122789,0.5165812,0.35522583,0.25516754,0.3705431,0.2835567,0.2647097,0.2501301,0.5448566,0.4537197,0.33158082,0.1951716,0.27299738,0.32677242,0.23908481
LSI,RandomBaseline03,Futurist Painting: Technical Manifesto,Arts_50,0.4956228,0.022183698,0.073972106,0.40215144,0.05011934,0.89235145,0.22809961,0.044669405,0.14072536,0.2535709,0.080536656,0.098558605,0.07934265,0.22638068,0.084888704,0.018966764,0.29881123,0.023761421,0.03525062,0.034033768,0.5358355,0.18291247,0.078191146,0.06285125,0.058928505,0.23756048,0.13359576
LSI,RandomBaseline03,Gabriel Villa,Arts_50,0.72961295,0.030904025,0.10759181,0.66064453,0.15748842,0.8963418,0.2790483,0.12138108,0.22711498,0.20344849,0.13978553,0.073935986,0.1899476,0.14799057,0.06688629,0.101697944,0.23482953,0.10374573,0.19258957,0.28096575,0.316691,0.2979282,0.24297675,0.09349852,0.23134792,0.30786026,0.3509563
LSI,RandomBaseline03,Gambier Parry process,Arts_50,0.7403257,0.14130437,0.0962082,0.71758544,0.1063384,0.9396013,0.29674137,0.14441414,0.2732533,0.3018277,0.13307838,0.16151823,0.18557262,0.33258122,0.08561995,0.08527595,0.19205995,0.10104069,0.17154679,0.072211,0.35040107,0.29603237,0.11404721,0.14410847,0.077814616,0.19805591,0.232225
LSI,RandomBaseline03,Graffiti,Arts_50,0.75577116,0.047244385,0.1090003,0.70543945,0.11430347,0.96881956,0.36539674,0.15779057,0.23786263,0.23378181,0.17468143,0.11208522,0.15383866,0.20328668,0.13973731,0.13104919,0.23333502,0.10091314,0.1797712,0.12300894,0.3681696,0.2546326,0.20441398,0.10766789,0.11767637,0.20697142,0.18024656
LSI,RandomBaseline03,High culture,Arts_50,0.86691153,0.03615061,0.11094671,0.8047027,0.080303915,0.86770666,0.3482549,0.11537036,0.18769446,0.21478495,0.13637437,0.11093248,0.17313549,0.21406235,0.12599523,0.12901458,0.15948111,0.084270254,0.12761296,0.19175535,0.420917,0.25816602,0.13139607,0.08500085,0.08868976,0.13269943,0.109011956
LSI,RandomBaseline03,History of art criticism,Arts_50,0.83125216,0.025186012,0.073485285,0.8261391,0.05609501,0.8516869,0.23891717,0.07149319,0.1322214,0.15154813,0.112968415,0.06490211,0.09504536,0.15494359,0.070859976,0.118576415,0.097058326,0.034402758,0.087665066,0.066952914,0.37486914,0.17641893,0.06614894,0.065267876,0.060915776,0.097006336,0.09105824
LSI,RandomBaseline03,Hohenzollernstraße,Arts_50,0.36508596,0.02637142,0.10393953,0.3836392,0.14260867,0.37828952,0.23633824,0.1487444,0.19482401,0.19469325,0.12048091,0.082271606,0.24342397,0.15368073,0.052682802,0.10960548,0.20480606,0.06967543,0.18552211,0.9179388,0.19614041,0.2537576,0.14331597,0.30330884,0.0778396,0.14243087,0.23075779
LSI,RandomBaseline03,Hypsos,Arts_50,0.85485315,0.03864539,0.12735638,0.7597171,0.07839945,0.78240937,0.32371986,0.060167376,0.22441094,0.35741603,0.08746849,0.11543389,0.31975916,0.33133215,0.14015308,0.06330316,0.1826179,0.047128484,0.15832984,0.33722025,0.5297682,0.28364217,0.1062229,0.107639015,0.09667608,0.15440343,0.09991628
LSI,RandomBaseline03,IPhone art,Arts_50,0.80772483,0.017822098,0.047739357,0.73973006,0.044943113,0.9035903,0.2488237,0.04055265,0.101107135,0.13796692,0.037466206,0.05434656,0.057772994,0.1208594,0.05125338,0.029382683,0.06803435,0.03149859,0.03128517,0.026975267,0.3436174,0.15464383,0.05025806,0.046171285,0.068749525,0.07213321,0.06892458
LSI,RandomBaseline03,KAIROS Prize,Arts_50,0.76258206,0.025852956,0.06699824,0.6474591,0.06263733,0.9464121,0.4053909,0.112953134,0.13261211,0.17407827,0.044590488,0.06381186,0.16346453,0.14327827,0.13758598,0.028262664,0.09015143,0.061105788,0.04539651,0.16601016,0.31644145,0.15416494,0.038699545,0.080251865,0.07780063,0.06839284,0.09487323
LSI,RandomBaseline03,List of bad luck signs,Arts_50,0.33909425,0.070194535,0.24515408,0.48343298,0.15422523,0.61597174,0.21629919,0.07777869,0.2397784,0.5693429,0.20639792,0.18630317,0.33697724,0.6670384,0.1389148,0.08188006,0.23829871,0.06268407,0.28539732,0.096753284,0.2027658,0.26393163,0.15539932,0.29411235,0.07441951,0.22785191,0.28254
LSI,RandomBaseline03,Los Angeles Pop Art,Arts_50,0.83630943,0.038002074,0.10018583,0.7807954,0.12389256,0.8815537,0.45997104,0.18311626,0.1986834,0.2813507,0.10321952,0.107607245,0.1878007,0.22890782,0.16358767,0.07729149,0.16247623,0.09095228,0.11087479,0.12660605,0.36604837,0.29970568,0.11634793,0.101739965,0.13292286,0.13903472,0.1489209
LSI,RandomBaseline03,Miniature art,Arts_50,0.7721104,0.022315629,0.04403107,0.7206559,0.04519692,0.92490685,0.21437673,0.03714966,0.10639427,0.10665894,0.046758845,0.04563361,0.04840024,0.10274415,0.039479256,0.038861506,0.06167442,0.030680709,0.029468954,0.009101719,0.28898588,0.17222401,0.026832197,0.050672587,0.04662674,0.058686208,0.06297334
LSI,RandomBaseline03,Necrorealism,Arts_50,0.78663903,0.04189665,0.07383669,0.70694166,0.06213943,0.9199657,0.3052381,0.064028956,0.16521999,0.20858525,0.08274584,0.18907586,0.08514777,0.15847252,0.22331631,0.078815565,0.14688328,0.026426725,0.06554353,0.012705982,0.39507782,0.20354216,0.11812996,0.08185832,0.07096511,0.11965783,0.09729795
LSI,RandomBaseline03,Neomodern,Arts_50,0.80757046,0.030973252,0.0764683,0.8247751,0.064246364,0.8632827,0.26197034,0.09246305,0.14717229,0.14681639,0.08164914,0.06690084,0.101743594,0.14192353,0.07106261,0.049199417,0.09247842,0.04460599,0.05493144,0.026902258,0.34714574,0.15734375,0.054819256,0.07395005,0.060371317,0.09237403,0.089211375
LSI,RandomBaseline03,Old wives' tale,Arts_50,0.2359832,0.034098152,0.062086955,0.14418834,0.06695233,0.11392488,0.13693498,0.03998317,0.16597518,0.16691646,0.8108202,0.07019445,0.13554193,0.14723748,0.20547952,0.9727549,0.18097243,0.06557754,0.52172565,0.14234756,0.15123257,0.23234174,0.19760358,0.05914858,0.06156137,0.12466964,0.065644
LSI,RandomBaseline03,Pastiche,Arts_50,0.63786966,0.082728215,0.14647524,0.5488625,0.14174433,0.7052561,0.7199219,0.1472071,0.23642597,0.38220057,0.18086661,0.32226697,0.39775133,0.29583296,0.40766588,0.11057551,0.2035601,0.14266822,0.13678925,0.3206044,0.44317886,0.29407573,0.1361236,0.1619689,0.13524857,0.16563895,0.20226017
LSI,RandomBaseline03,Religious image,Arts_50,0.57502025,0.073718265,0.16525514,0.49030167,0.10966337,0.6472086,0.29615474,0.23808338,0.23510227,0.41246188,0.22188139,0.14805776,0.17850868,0.8267171,0.12604497,0.11125066,0.27276608,0.09565942,0.1807931,0.14364761,0.38877344,0.29665452,0.14315426,0.13484398,0.095651165,0.3225295,0.15797609
LSI,RandomBaseline03,"Society for the Arts, Religion and Contemporary Culture",Arts_50,0.8305328,0.02040727,0.093197376,0.7717493,0.047376513,0.854984,0.22231716,0.06405656,0.13466643,0.15980135,0.06303593,0.056440428,0.06919967,0.34154886,0.048263907,0.043694668,0.11323175,0.026500395,0.07455625,0.030679405,0.3345945,0.19433631,0.071596876,0.063463345,0.05734104,0.16407415,0.085536264
LSI,RandomBaseline03,Street poster art,Arts_50,0.826675,0.018086668,0.0498562,0.78470796,0.08269027,0.8597185,0.27203643,0.07858686,0.113278836,0.11137245,0.031996097,0.05331612,0.053817526,0.11927656,0.042740688,0.035609163,0.06413284,0.025249973,0.035388783,0.001981183886528015,0.3217262,0.1985571,0.037444413,0.06777045,0.05126944,0.08974711,0.076881334
LSI,RandomBaseline03,Studio,Arts_50,0.60956705,0.05562166,0.12592816,0.5959739,0.1714319,0.86133975,0.55759615,0.347174,0.28403717,0.26623407,0.13636975,0.13845828,0.21058464,0.21017447,0.11478659,0.117436886,0.2066151,0.16603798,0.20001015,0.23718381,0.33120936,0.2723027,0.1668424,0.1398539,0.101241305,0.16085595,0.4787625
LSI,RandomBaseline03,The Beggars,Arts_50,0.6803783,0.0501796,0.10419994,0.6131724,0.10012494,0.68243414,0.34677905,0.09432064,0.24157533,0.36287674,0.6202601,0.108923,0.17458522,0.27191103,0.22020501,0.70273036,0.28167298,0.117652185,0.39469704,0.088817894,0.35261554,0.3111,0.2568323,0.10314786,0.13325992,0.29702583,0.18624167
LSI,RandomBaseline03,The Short North,Arts_50,0.68203247,0.084315225,0.14124264,0.67795,0.21934709,0.84725815,0.46686187,0.13975523,0.31720132,0.29492688,0.17700844,0.16639857,0.1824073,0.2767861,0.14515151,0.14477609,0.3388644,0.15189038,0.20301136,0.42760757,0.3423619,0.33463895,0.33554593,0.18296917,0.20498085,0.294756,0.33718878
LSI,RandomBaseline03,Urban legend,Arts_50,0.802284,0.03940073,0.10275316,0.26038826,0.107250035,0.3388884,0.37235737,0.13798353,0.32420245,0.36909425,0.31060788,0.11716457,0.23200613,0.3159919,0.1866027,0.14391279,0.2702967,0.31715658,0.20243193,0.22854316,0.26498768,0.26939297,0.31334037,0.102065206,0.123148635,0.39539865,0.13961148
LSI,RandomBaseline03,Van Thanh Rudd,Arts_50,0.76038635,0.053428866,0.12066425,0.79452085,0.10519351,0.91235816,0.3548447,0.20843884,0.2576763,0.24078102,0.16554646,0.115477316,0.15075904,0.21682858,0.10682751,0.117311895,0.32440186,0.14606997,0.17921603,0.105006576,0.34465528,0.31077465,0.22374685,0.10205394,0.124831684,0.3222431,0.15830585
LSI,RandomBaseline03,5.1 surround sound,Entertainment_50,0.26861674,0.0903321,0.14537846,0.2722191,0.22716925,0.34062093,0.48475575,0.29811507,0.42768168,0.30177367,0.25040185,0.294624,0.84308076,0.19583656,0.2426104,0.11572307,0.26794392,0.25688323,0.15334472,0.18895449,0.21836764,0.2764102,0.14647189,0.14497203,0.14960647,0.20021155,0.25694042
LSI,RandomBaseline03,Am I Right,Entertainment_50,0.48452905,0.095131785,0.16982682,0.45904416,0.2320163,0.60168576,0.5991269,0.38320047,0.6093607,0.41741756,0.2134958,0.19160706,0.40578955,0.36401713,0.33221686,0.109102935,0.26953912,0.15383342,0.17391565,0.40711865,0.34850922,0.46038556,0.16578937,0.21018198,0.1506373,0.23175946,0.45125526
LSI,RandomBaseline03,Bakutsuri Bar Hunter,Entertainment_50,0.23688988,0.121533826,0.10901589,0.18157439,0.40507042,0.27318,0.49605733,0.19202742,0.35726553,0.5676138,0.43611524,0.13977054,0.15178421,0.4713503,0.20809865,0.48818135,0.3853707,0.08026179,0.23561803,0.17874373,0.2086331,0.23274904,0.26762542,0.33306226,0.25037467,0.28537285,0.59492695
LSI,RandomBaseline03,Bet UK,Entertainment_50,0.16193031,0.03382112,0.08214371,0.23849581,0.1907343,0.123966925,0.27304876,0.9753348,0.19557768,0.15124418,0.10305743,0.076865,0.10929491,0.07541238,0.05742763,0.05943586,0.20464428,0.061921284,0.14569621,0.02543782,0.09892939,0.20039926,0.18748216,0.08124683,0.16017133,0.112365425,0.16635387
LSI,RandomBaseline03,Bourgeois tragedy,Entertainment_50,0.61674756,0.05034017,0.18962067,0.5497696,0.17707445,0.450006,0.5657371,0.18476264,0.48362195,0.49445105,0.4377795,0.13864937,0.33129513,0.49022496,0.22941223,0.26133782,0.45885134,0.23761252,0.26721823,0.13046354,0.5520935,0.37125662,0.5902166,0.15617815,0.14836378,0.4724647,0.15584281
LSI,RandomBaseline03,Choreomusicology,Entertainment_50,0.70929545,0.04647494,0.10627828,0.5958621,0.10033259,0.94431317,0.35953763,0.30080056,0.20593727,0.24696842,0.0983098,0.14827713,0.22158645,0.2269499,0.08885244,0.043614466,0.17060775,0.063095815,0.09585505,0.3140953,0.34351707,0.2784796,0.15200508,0.1359187,0.10976541,0.14684604,0.2519916
LSI,RandomBaseline03,Classical unities,Entertainment_50,0.8056851,0.080061205,0.23165095,0.6401057,0.15435073,0.6784635,0.5565146,0.1275158,0.3164182,0.6030262,0.2878888,0.19363254,0.29193747,0.5956349,0.20192455,0.21572551,0.3529962,0.1254125,0.21803978,0.19658482,0.6027929,0.37457937,0.27249694,0.16764785,0.1248821,0.33954838,0.21689795
LSI,RandomBaseline03,Clown,Entertainment_50,0.5798296,0.12008132,0.2258753,0.5103053,0.23491132,0.6679496,0.6207293,0.35914397,0.41503263,0.5183914,0.3586554,0.20885739,0.3673639,0.4293532,0.29670662,0.22329184,0.39339742,0.18381086,0.36426657,0.35215092,0.41660717,0.5263746,0.55651593,0.21559545,0.22073382,0.35199296,0.38506642
LSI,RandomBaseline03,Drill team,Entertainment_50,0.2507486,0.061713174,0.19925189,0.21232367,0.16162853,0.33348858,0.34318992,0.28722638,0.27922183,0.34687215,0.22912909,0.18661469,0.28374138,0.20889325,0.4294325,0.21626061,0.3984712,0.09257853,0.34912592,0.74592036,0.19694823,0.35599944,0.5583993,0.15166427,0.34861034,0.3425458,0.2006419
LSI,RandomBaseline03,Frank Farian,Entertainment_50,0.5809158,0.19427572,0.16168869,0.49453765,0.17840149,0.76436365,0.58766973,0.40103638,0.35291278,0.4581224,0.23234655,0.24057464,0.3336884,0.3615398,0.18104143,0.19205524,0.35085535,0.32106704,0.20567763,0.4257491,0.41368124,0.44872704,0.23928924,0.16944186,0.19674866,0.27869877,0.27568692
LSI,RandomBaseline03,GERA Europe,Entertainment_50,0.3474898,0.029780015,0.10557871,0.49626738,0.19045871,0.27778047,0.7518625,0.27919948,0.18441029,0.4006558,0.15041715,0.09404047,0.11853022,0.1614692,0.24321976,0.12123776,0.25156724,0.13605228,0.20234075,0.014224201,0.26824886,0.59292763,0.4227848,0.100982904,0.15909563,0.22944954,0.13925439
LSI,RandomBaseline03,Game development kit,Entertainment_50,0.29708034,0.07000703,0.2158302,0.31431645,0.5106899,0.26630348,0.51229,0.67873216,0.3434401,0.5324615,0.12076925,0.21685721,0.29823372,0.24186717,0.2284425,0.14266288,0.33014253,0.13389973,0.35323232,0.33570573,0.3331683,0.42450586,0.37411976,0.26501995,0.40035534,0.21479887,0.35526145
LSI,RandomBaseline03,Geography of media and communication,Entertainment_50,0.40871173,0.09037323,0.23298995,0.3597129,0.24139686,0.41485226,0.39961392,0.3249495,0.760002,0.33500388,0.20312119,0.23378892,0.41927528,0.27709717,0.24561486,0.2509803,0.3617959,0.60912216,0.27045235,0.2689806,0.34067592,0.47424445,0.43999302,0.20255867,0.1457895,0.29989946,0.38462287
LSI,RandomBaseline03,Heroic drama,Entertainment_50,0.69169587,0.05417368,0.2150138,0.3709944,0.15205826,0.44914913,0.7955977,0.111704364,0.20934351,0.43191248,0.13282886,0.18018733,0.19710092,0.47147664,0.22072908,0.049624972,0.23592252,0.16567564,0.15975511,0.10028003,0.37824103,0.2814423,0.18989706,0.13328604,0.120781355,0.2607188,0.2540943
LSI,RandomBaseline03,Intellectual rights to magic methods,Entertainment_50,0.39209846,0.066961184,0.16359407,0.43605444,0.17411694,0.42229882,0.4473585,0.48820412,0.38361573,0.49762613,0.30579656,0.17048001,0.22894739,0.3513773,0.18282808,0.25508565,0.8561177,0.14681894,0.405206,0.16516209,0.40740767,0.4739263,0.52584726,0.18574625,0.16393645,0.38154092,0.28617877
LSI,RandomBaseline03,Kobzar,Entertainment_50,0.45709282,0.061761737,0.13560079,0.45141846,0.18339667,0.631148,0.47238645,0.31923068,0.30624834,0.49351442,0.23444505,0.22110255,0.2539853,0.59136605,0.1161428,0.111225024,0.29402393,0.12834716,0.35553175,0.54444504,0.36303857,0.3428249,0.32788205,0.19001642,0.18106227,0.37238544,0.4253737
