Algorithm,Baseline,originalTitle,originalCategory,Language_50,Reference_50,Religion_50,Science_50,Arts_50,Entertainment_50,Business_50,Society_50,Life_50,People_50,Universe_50,Nature_50,Concepts_50,History_50,Technology_50,Culture_50,Mathematics_50,Sports_50,Politics_50,Geography_50,Humanities_50,World_50,Education_50,Philosophy_50,Law_50,Events_50,Health_50
LSI,RandomBaseline_test,Cold cathode,Nature_50,0.09074038,0.33006918,0.9013111,0.13220817,0.12737843,0.08627665,0.100015074,0.104303084,0.101214856,0.12192051,0.07414923,0.45537132,0.054385874,0.09064542,0.09695102,0.16736491,0.10421225,0.19404268,0.14562364,0.048353896,0.14277232,0.10152276,0.07805321,0.13359496,0.040111866,0.07108736,0.19869071
LSI,RandomBaseline_test,Compressed earth block,Nature_50,0.20799407,0.87190425,0.17381382,0.34301186,0.22770691,0.24821898,0.22363833,0.26455745,0.22160897,0.19952154,0.18256527,0.36959296,0.11077982,0.18635896,0.12767166,0.36222452,0.2887058,0.13628827,0.26691002,0.2922462,0.23289588,0.27843994,0.2207281,0.18231978,0.1542663,0.14278544,0.3514395
LSI,RandomBaseline_test,Dukhin number,Nature_50,0.055052377,0.37244633,0.11490592,0.11387411,0.06197191,0.103543244,0.043075033,0.042413786,0.05522788,0.0905365,0.04209233,0.9826257,0.035231214,0.06388641,0.05811155,0.123709336,0.06592271,0.050189704,0.07700418,0.033426195,0.089077175,0.12043796,0.08675134,0.07217143,0.027741741,0.03806514,0.12715468
LSI,RandomBaseline_test,Earth pyramids of Ritten,Nature_50,0.28732806,0.59507215,0.11634656,0.532224,0.119944304,0.2693023,0.20139658,0.07779254,0.21860713,0.26670697,0.35075527,0.1587803,0.18353221,0.46130735,0.14694126,0.55845,0.20116194,0.2657205,0.22026959,0.21311802,0.33009288,0.20290992,0.10546975,0.14521638,0.11538193,0.11016406,0.40236974
LSI,RandomBaseline_test,Electroacoustic phenomena,Nature_50,0.15985039,0.45585167,0.3187054,0.19743416,0.12406908,0.17627114,0.117144205,0.14620396,0.17768607,0.22135577,0.106238104,0.9130163,0.11424834,0.15898526,0.11607097,0.20293437,0.13804962,0.19442762,0.14986733,0.118309535,0.21837528,0.30869433,0.09830399,0.26806825,0.07096936,0.08709535,0.29118153
LSI,RandomBaseline_test,Energoland,Nature_50,0.21547571,0.35767925,0.12581703,0.23674554,0.13284391,0.13609897,0.15205914,0.1571068,0.18102,0.17925145,0.14240871,0.952582,0.09938921,0.13407063,0.111687064,0.2101978,0.18850018,0.1368173,0.20243886,0.26407307,0.17706159,0.19250561,0.21338528,0.1333462,0.087829694,0.103498,0.21352127
LSI,RandomBaseline_test,Evolution (term),Nature_50,0.35977337,0.24929012,0.2788662,0.46584207,0.17556246,0.19314311,0.17177743,0.25411698,0.19449216,0.7448776,0.14932917,0.29275173,0.28995758,0.26451033,0.15700859,0.28059086,0.26824272,0.21055484,0.18746312,0.14437546,0.483867,0.3778692,0.16042186,0.22903688,0.083555676,0.10633061,0.24199349
LSI,RandomBaseline_test,Evolution of the cochlea,Nature_50,0.32309535,0.32836002,0.3550828,0.385855,0.15080205,0.2258999,0.21954596,0.12470047,0.2399758,0.7911067,0.24841598,0.29105955,0.14383674,0.338404,0.22187838,0.28812286,0.25224638,0.17100185,0.41932386,0.1252656,0.34124532,0.3667744,0.2029913,0.18669818,0.10811679,0.12943073,0.35583895
LSI,RandomBaseline_test,Evolutionary computation,Nature_50,0.32697186,0.22402468,0.38825253,0.35046136,0.39730975,0.26621965,0.27123362,0.36350214,0.2921593,0.6458566,0.21781379,0.22225471,0.22197609,0.27227288,0.18245503,0.38246948,0.2968231,0.2088342,0.3314199,0.23230407,0.45922688,0.40815267,0.27517062,0.49730122,0.23557734,0.16555032,0.50770783
LSI,RandomBaseline_test,Evolutionary graph theory,Nature_50,0.22959612,0.21909156,0.6465347,0.22458482,0.18022087,0.14881146,0.16261652,0.17817612,0.16549866,0.5238301,0.116352685,0.29798293,0.1802073,0.29613757,0.11862308,0.230495,0.18552734,0.06692658,0.25123432,0.13824534,0.5067559,0.3120395,0.13044572,0.6487895,0.18517756,0.087153465,0.2616053
LSI,RandomBaseline_test,Homeosis,Nature_50,0.21109363,0.4407594,0.17312837,0.21776915,0.1341206,0.13528848,0.13330454,0.08929444,0.12189896,0.6949002,0.16650897,0.25024518,0.12815839,0.26470047,0.13852178,0.24648407,0.29479104,0.039093435,0.5656162,0.09181599,0.28343037,0.21859267,0.1245735,0.17410833,0.06387549,0.096419446,0.2888345
LSI,RandomBaseline_test,"International Union for Vacuum Science, Technique and Applications",Nature_50,0.32935682,0.19382721,0.30108944,0.4612518,0.2529922,0.27685636,0.2340475,0.54231644,0.3997051,0.2672065,0.43630853,0.12404753,0.20684564,0.23197748,0.18551329,0.6601504,0.44413462,0.19312523,0.49967235,0.54150164,0.52517724,0.43531734,0.43959698,0.2412118,0.15938526,0.27008605,0.28217018
LSI,RandomBaseline_test,List of dates predicted for apocalyptic events,Nature_50,0.5858542,0.26853067,0.33856863,0.44415507,0.20982194,0.284234,0.25660476,0.16432998,0.32310942,0.44488102,0.27661037,0.15915985,0.20726869,0.633694,0.2006644,0.4161713,0.32677048,0.3102319,0.34169328,0.23016071,0.68558437,0.4692343,0.3594889,0.27217853,0.13887231,0.2630227,0.2419279
LSI,RandomBaseline_test,List of decorative stones,Nature_50,0.39581972,0.16381437,0.13583148,0.82582307,0.24888855,0.58541065,0.29066268,0.25098562,0.2862687,0.17197506,0.28218493,0.1728164,0.19300103,0.21646404,0.12473879,0.27440965,0.40265346,0.19110821,0.27664977,0.13733739,0.17905498,0.4730553,0.4499366,0.23556094,0.24273665,0.2441423,0.46349463
LSI,RandomBaseline_test,List of fritillaries (butterflies),Nature_50,0.16166432,0.10698435,0.0921332,0.17272477,0.3588666,0.10605174,0.15047291,0.033053264,0.100454554,0.45373416,0.7178912,0.054904394,0.18283692,0.1609364,0.25494215,0.1920037,0.14737764,0.031257093,0.15671046,0.07056114,0.19938856,0.2003842,0.1017489,0.19587809,0.06202241,0.096157745,0.1655676
LSI,RandomBaseline_test,List of natural history dealers,Nature_50,0.40421054,0.089916974,0.14746457,0.44562078,0.23972198,0.4402219,0.25257263,0.6180823,0.235918,0.20405865,0.24405634,0.0786771,0.11562418,0.2544349,0.26850283,0.34961167,0.35678276,0.16677313,0.3092101,0.11443471,0.26087862,0.75293386,0.29466316,0.23796785,0.13368687,0.22005436,0.2207863
LSI,RandomBaseline_test,List of raised and transitional bogs of Switzerland,Nature_50,0.12924843,0.052254975,0.048815,0.23777378,0.09678432,0.07820326,0.09564663,0.11136822,0.11705545,0.080391765,0.15020043,0.031647895,0.9698551,0.0747209,0.09323937,0.042555615,0.12798354,0.03211171,0.07801783,0.04135883,0.08407551,0.20539328,0.085091785,0.079195604,0.0292933,0.082990766,0.11980404
LSI,RandomBaseline_test,List of woods,Nature_50,0.25172818,0.0669199,0.10122657,0.8199809,0.1822691,0.22642235,0.24845953,0.17080112,0.12250492,0.16060182,0.17289576,0.14110687,0.0544442,0.112143196,0.05800394,0.06995262,0.29314262,0.11119364,0.22838074,0.04306242,0.101040855,0.27970004,0.4979054,0.16849579,0.0890349,0.17153245,0.4128363
LSI,RandomBaseline_test,Metal vapor synthesis,Nature_50,0.16377118,0.56855965,0.18741581,0.297579,0.14878751,0.46099645,0.12531036,0.074528806,0.15463923,0.1578637,0.12369787,0.77097553,0.04796893,0.10514903,0.12425049,0.30803826,0.09812651,0.26759982,0.14836827,0.09371274,0.22009623,0.23962955,0.08376342,0.18315081,0.08205514,0.06767301,0.2190849
LSI,RandomBaseline_test,Meteorological intelligence,Nature_50,0.40767097,0.11935645,0.19336343,0.4760912,0.2387315,0.37325442,0.27309966,0.7879747,0.30877078,0.23799025,0.24781355,0.3060481,0.16523556,0.21767718,0.19195053,0.3821262,0.36651742,0.2653188,0.3669958,0.20479974,0.27988902,0.30973658,0.5939978,0.15132955,0.15095499,0.26711947,0.3683629
LSI,RandomBaseline_test,Mpemba effect,Nature_50,0.18065195,0.76859856,0.21774155,0.27794033,0.1389958,0.15930209,0.18714169,0.1480068,0.16353895,0.25821564,0.2650834,0.58513695,0.12042168,0.17931136,0.21314965,0.5443172,0.26335973,0.20476454,0.25201377,0.16966492,0.30023366,0.24506967,0.13394535,0.24598286,0.09057242,0.10754609,0.29236794
LSI,RandomBaseline_test,Natural landscape,Nature_50,0.3061987,0.23292103,0.1428679,0.3871702,0.15076803,0.40945238,0.23254398,0.147857,0.23713762,0.33600855,0.30875465,0.1722514,0.1750369,0.2584332,0.16673316,0.2307467,0.2750845,0.119947016,0.19418713,0.13277414,0.32612583,0.2521764,0.22522692,0.15053603,0.17610401,0.17595255,0.8992511
LSI,RandomBaseline_test,Natural monument,Nature_50,0.29129028,0.060444035,0.1281458,0.90433013,0.094222434,0.23006836,0.18873385,0.10214574,0.120267086,0.2289945,0.25951844,0.044318996,0.06514622,0.15447372,0.074492976,0.12155134,0.36630404,0.1551199,0.16428183,0.06588668,0.1693272,0.25043067,0.21920675,0.07415688,0.14478824,0.14640278,0.14799234
LSI,RandomBaseline_test,Nature religion,Nature_50,0.3444264,0.059762023,0.21256694,0.28315634,0.086548895,0.17265841,0.14104292,0.11647749,0.19122651,0.2713447,0.16603738,0.06174523,0.11694969,0.84205884,0.10273735,0.15656345,0.18019286,0.08760559,0.16628207,0.13559179,0.3180505,0.23833826,0.17019695,0.121178225,0.052041166,0.19133839,0.13373181
LSI,RandomBaseline_test,Nikolaas Tinbergen,Nature_50,0.4557839,0.23252004,0.27677894,0.4333232,0.22722459,0.3425069,0.29444182,0.24372426,0.30029893,0.5916563,0.47983405,0.5005446,0.2841256,0.37697837,0.20754236,0.5778765,0.4092176,0.12137106,0.49880028,0.38564998,0.5511119,0.51243806,0.34848458,0.27667165,0.13155346,0.19881143,0.28703249
LSI,RandomBaseline_test,Orapa Power Station,Nature_50,0.21533883,0.68692786,0.1388793,0.24661845,0.12874591,0.13539675,0.12548366,0.14783214,0.10354326,0.18926677,0.10566576,0.8213481,0.06666413,0.119878836,0.09638941,0.21101582,0.14647715,0.09113771,0.15482357,0.1284205,0.12035978,0.25389293,0.14903109,0.1228648,0.07790834,0.120314024,0.370744
LSI,RandomBaseline_test,Pouillet effect,Nature_50,0.15749268,0.5100252,0.14688388,0.1839541,0.07819073,0.11829069,0.12338649,0.0632744,0.1656139,0.2037283,0.24152283,0.7639614,0.08598199,0.16604392,0.109261036,0.5630281,0.17754717,0.07404786,0.17981334,0.043070797,0.4039008,0.23224674,0.08384827,0.15166512,0.057595894,0.06570993,0.1689071
LSI,RandomBaseline_test,Rare Earth hypothesis,Nature_50,0.18501008,0.5242721,0.19138959,0.22879896,0.171497,0.22043753,0.20066634,0.111777365,0.22071669,0.27722952,0.40254068,0.3767644,0.09817114,0.21155816,0.5115564,0.75218445,0.19499102,0.26391563,0.3042073,0.10169263,0.35282135,0.20673859,0.14597605,0.21651074,0.100379236,0.11073892,0.27714533
LSI,RandomBaseline_test,Relic woods,Nature_50,0.2839225,0.38669258,0.17168462,0.85970765,0.17244175,0.28107998,0.24024501,0.12748317,0.18986598,0.29648733,0.221921,0.093049705,0.082613334,0.30940658,0.07787303,0.1607902,0.2104358,0.14657019,0.14526258,0.07345295,0.22545722,0.17633711,0.19953373,0.14966926,0.105657,0.17614987,0.42108423
LSI,RandomBaseline_test,Sky brightness,Nature_50,0.18443647,0.578993,0.18371722,0.24991935,0.15909135,0.17210941,0.28362894,0.09226679,0.20370834,0.23453376,0.33856225,0.7370148,0.08389707,0.28290707,0.39332485,0.43675694,0.20094965,0.31318125,0.2601715,0.15338753,0.21045098,0.2340163,0.23016477,0.20482874,0.12790537,0.14734116,0.37111372
LSI,RandomBaseline_test,TALE-likes,Nature_50,0.4032336,0.6108954,0.23382191,0.30929518,0.17505905,0.28881314,0.21298254,0.19418877,0.23565349,0.53892136,0.24577588,0.3348606,0.15866646,0.29531276,0.21744081,0.35311845,0.31608272,0.23875384,0.6023973,0.16213389,0.28245607,0.27984962,0.2662716,0.35119188,0.104571596,0.14259122,0.3928848
LSI,RandomBaseline_test,The Evolution of God,Nature_50,0.4086761,0.12501778,0.2545187,0.31697133,0.12603185,0.21829298,0.22311872,0.11724239,0.3458249,0.6317589,0.23970965,0.13914928,0.15750934,0.9053474,0.16864297,0.25376642,0.35053927,0.14244224,0.32186058,0.14781544,0.5145619,0.373848,0.24497788,0.13487595,0.08160288,0.18366288,0.16889343
LSI,RandomBaseline_test,The Seven Pillars of Life,Nature_50,0.15764888,0.43622556,0.17134629,0.21734832,0.104346275,0.119583495,0.10632748,0.15381575,0.15864588,0.2687613,0.1297177,0.94856375,0.09321219,0.16430677,0.08998719,0.2598407,0.16685972,0.15103632,0.22075085,0.18483241,0.20423205,0.1727001,0.18494582,0.10754968,0.06968269,0.08651156,0.19385892
LSI,RandomBaseline_test,Time and Eternity (philosophy book),Nature_50,0.4642334,0.059588056,0.3004394,0.38399148,0.103400126,0.30686605,0.19491892,0.117783815,0.17335133,0.389228,0.21076842,0.08028966,0.2998501,0.7500405,0.16221398,0.18295285,0.2586685,0.090329506,0.14635642,0.12266885,0.70322806,0.3343396,0.13226295,0.19287924,0.06010185,0.15549913,0.12651256
LSI,RandomBaseline_test,Trabecular cartilage,Nature_50,0.36522406,0.35801095,0.26161402,0.459552,0.22936398,0.58444947,0.26346344,0.14782917,0.23743562,0.47184196,0.35299402,0.13876121,0.21544734,0.3180478,0.16554023,0.59767586,0.52644783,0.13733499,0.5179632,0.1671912,0.32348222,0.3114786,0.26629913,0.23322797,0.10277979,0.22414301,0.39166018
LSI,RandomBaseline_test,Transit of Earth from Mars,Nature_50,0.17929983,0.2627213,0.10905797,0.19529945,0.121183984,0.12811746,0.16303954,0.07646462,0.18080327,0.17649117,0.43019563,0.12210289,0.059848014,0.20508142,0.15429509,0.8586937,0.18031907,0.113701686,0.25625387,0.08717824,0.4313019,0.19176331,0.104374796,0.14051118,0.06155078,0.097451426,0.47922057
LSI,RandomBaseline_test,Tsunamis in lakes,Nature_50,0.20143941,0.75309217,0.17432454,0.40946975,0.1483933,0.20244154,0.18981518,0.18375218,0.21247712,0.28733298,0.27445912,0.5796517,0.09166439,0.20190486,0.1554702,0.5186298,0.36253607,0.18497479,0.3110131,0.13933325,0.19867359,0.22280464,0.29164025,0.1698297,0.1045561,0.15762244,0.30448267
LSI,RandomBaseline_test,Vacuum coffee maker,Nature_50,0.18710998,0.8243646,0.28803372,0.2493543,0.13004498,0.20790048,0.20453975,0.075701654,0.18028471,0.19692218,0.24998492,0.5120134,0.06312841,0.11886846,0.1145507,0.43699625,0.3141296,0.16302557,0.34935766,0.07890412,0.16455607,0.24249195,0.2370008,0.13010217,0.11630178,0.12875718,0.306889
LSI,RandomBaseline_test,Vacuum consolidation,Nature_50,0.04689266,0.966012,0.1693419,0.12588826,0.0539719,0.04721293,0.05670989,0.048062935,0.05281488,0.056913234,0.020416994,0.075980306,0.024414474,0.044527013,0.0421236,0.051428005,0.107854724,0.06086014,0.055311516,0.05429545,0.05777853,0.07874154,0.07140203,0.060239166,0.04759466,0.0473015,0.115203604
LSI,RandomBaseline_test,Vertebrate land invasion,Nature_50,0.30051035,0.60136294,0.17589283,0.5050849,0.1597017,0.21206321,0.29206282,0.15362766,0.19400918,0.608285,0.24458379,0.33614016,0.12614797,0.23993781,0.21734095,0.3980463,0.32247993,0.19446418,0.33042163,0.12462587,0.34835237,0.40046152,0.1975989,0.16665335,0.1441961,0.18765296,0.37719947
LSI,RandomBaseline_test,Water-energy nexus,Nature_50,0.11048195,0.57134795,0.13529527,0.21069469,0.10258643,0.078060694,0.10745875,0.1319466,0.084470496,0.15856174,0.12429751,0.91971314,0.046281043,0.08779601,0.07864043,0.24761152,0.1858026,0.066351086,0.16639891,0.05692724,0.10278835,0.12542102,0.1359218,0.107748136,0.045964636,0.07332427,0.19794665
LSI,RandomBaseline_test,Wild Seasons (Kay Young),Nature_50,0.2120066,0.8431635,0.07689823,0.21792331,0.10236397,0.12025635,0.40826732,0.10753442,0.13333172,0.30454868,0.09686796,0.29608357,0.064233124,0.21278295,0.0895907,0.18926668,0.18091379,0.12148672,0.12114275,0.039446373,0.11097428,0.17761172,0.075435266,0.08822049,0.1737644,0.07932169,0.44451243
LSI,RandomBaseline_test,Abstract and concrete,Concepts_50,0.42233652,0.11054471,0.3201717,0.5174378,0.15064551,0.27176094,0.1901938,0.15462476,0.23290047,0.46610868,0.1958394,0.2550027,0.22402953,0.41489166,0.17789158,0.2201676,0.26267004,0.10975532,0.15862945,0.13490352,0.85529774,0.46089047,0.16181092,0.45680922,0.07297078,0.12371338,0.35833973
LSI,RandomBaseline_test,AeroVironment Global Observer,Concepts_50,0.22266737,0.17422682,0.26872286,0.24541022,0.3327182,0.22980736,0.2241055,0.42338014,0.3597988,0.26733217,0.13884753,0.21921952,0.18238313,0.18445757,0.175971,0.2448356,0.31696647,0.6326368,0.2945275,0.67074716,0.24004936,0.3180636,0.39952093,0.2221762,0.18866839,0.21561682,0.32828885
LSI,RandomBaseline_test,Andersen healthcare utilization model,Concepts_50,0.2189298,0.07442821,0.19737017,0.25237548,0.16895863,0.14648959,0.17857893,0.3152562,0.27293447,0.28093067,0.17165248,0.10951425,0.16277914,0.20216037,0.12285501,0.20583701,0.32769558,0.1334564,0.787651,0.21796912,0.21037935,0.24732694,0.83734834,0.2445346,0.120737165,0.20551673,0.2667631
LSI,RandomBaseline_test,Axiomatic system,Concepts_50,0.28692344,0.09172107,0.55837727,0.31595927,0.18633519,0.20461446,0.18048316,0.22769031,0.20323725,0.3195328,0.20274372,0.18556497,0.38843492,0.28355223,0.18261784,0.27501422,0.22301136,0.08767444,0.18592969,0.15691409,0.5720093,0.6706433,0.1511761,0.58359504,0.07315468,0.12988788,0.2698462
LSI,RandomBaseline_test,Concept-driven strategy,Concepts_50,0.31736016,0.114013866,0.27395746,0.32813433,0.20324503,0.2424227,0.2455147,0.8445349,0.324022,0.3538182,0.18236089,0.18575999,0.37999386,0.28401902,0.17046395,0.24832934,0.33836174,0.12853956,0.2758705,0.21489567,0.5096228,0.3060429,0.40359598,0.24566892,0.1424563,0.19850089,0.29885334
LSI,RandomBaseline_test,Conceptual architecture,Concepts_50,0.6272743,0.06901606,0.21221383,0.7314245,0.15284789,0.61889863,0.2554726,0.2637801,0.16129522,0.24715509,0.24036601,0.064433426,0.0972123,0.2835238,0.10929283,0.13503541,0.17346859,0.09157923,0.14990462,0.079136,0.33637366,0.15526822,0.10789494,0.15774491,0.12527946,0.117513515,0.66170865
LSI,RandomBaseline_test,Conceptual combination,Concepts_50,0.50124836,0.16182074,0.3992646,0.41392678,0.24816161,0.28908372,0.2886225,0.34969947,0.36086857,0.6382939,0.25192574,0.29048252,0.5294544,0.4822618,0.24295148,0.2839629,0.34159952,0.18664183,0.3684146,0.36117208,0.6321808,0.4302045,0.31154865,0.39513126,0.12970135,0.18092117,0.3748049
LSI,RandomBaseline_test,Conceptual model,Concepts_50,0.2887271,0.13189408,0.3674217,0.31761146,0.28682417,0.23811066,0.25433818,0.6336333,0.28265423,0.367506,0.14592507,0.22122644,0.45311648,0.28720894,0.1999174,0.22265553,0.26882792,0.1743174,0.2303328,0.21489182,0.42958176,0.32121724,0.23433389,0.6307737,0.11191065,0.14329629,0.54925066
LSI,RandomBaseline_test,Conceptual schema,Concepts_50,0.24896687,0.09026533,0.34237,0.3125318,0.32424742,0.17772448,0.20694533,0.723999,0.27900967,0.27663863,0.19606252,0.1782606,0.24522564,0.25464836,0.14897725,0.23570222,0.23683025,0.13635567,0.22691293,0.19527967,0.33431366,0.291127,0.31126553,0.46601307,0.09106989,0.14937216,0.72307396
LSI,RandomBaseline_test,Copernican principle,Concepts_50,0.2232798,0.27160436,0.29539624,0.30608994,0.18770696,0.16456984,0.18793327,0.15576555,0.23693812,0.2774032,0.2292591,0.7537986,0.107759714,0.23229879,0.29034314,0.41644174,0.18844955,0.508366,0.19993946,0.12564619,0.5160225,0.24354371,0.13710414,0.2757141,0.07794884,0.11612788,0.23297839
LSI,RandomBaseline_test,Eight-circuit model of consciousness,Concepts_50,0.107779786,0.053979635,0.98732525,0.10865614,0.07755226,0.067121044,0.060950655,0.043207884,0.067997865,0.17333561,0.052137785,0.06037467,0.07010733,0.1390909,0.050129194,0.06160242,0.09954086,0.038245916,0.07575668,0.040613327,0.14656042,0.11865666,0.06469334,0.08426817,0.03483255,0.043413393,0.071304485
LSI,RandomBaseline_test,Equivalence principle,Concepts_50,0.19275978,0.3341757,0.3071422,0.2799536,0.16904801,0.17456888,0.1443241,0.15391906,0.19399995,0.26160914,0.205007,0.9127161,0.12777871,0.22106272,0.15839306,0.32138526,0.22119638,0.2604521,0.253358,0.13358417,0.358039,0.25061527,0.19398588,0.29525474,0.08292551,0.1366792,0.25712362
LSI,RandomBaseline_test,Fa (concept),Concepts_50,0.3615891,0.08949813,0.45889154,0.42011407,0.18876898,0.22215554,0.18885192,0.16974843,0.2326591,0.44652048,0.23434557,0.11898701,0.17723164,0.3657997,0.17967707,0.2681579,0.36594835,0.12706564,0.25338888,0.54026175,0.829699,0.34174657,0.24067807,0.2795693,0.09383945,0.17366976,0.24451506
LSI,RandomBaseline_test,Gauss's Pythagorean right triangle proposal,Concepts_50,0.31420323,0.17468217,0.2896984,0.35795707,0.24208555,0.28060225,0.2968618,0.16615435,0.27794498,0.39207396,0.75744826,0.19768503,0.23546645,0.36876762,0.2532352,0.8026942,0.38164973,0.15914774,0.36062795,0.20256856,0.45784578,0.42856586,0.26524675,0.27853632,0.13020116,0.23296717,0.43306345
LSI,RandomBaseline_test,General Group Problem Solving (GGPS) Model,Concepts_50,0.46543342,0.17931843,0.36768627,0.45615458,0.2715373,0.3447405,0.32831126,0.4802392,0.4441771,0.6131666,0.26290417,0.2600379,0.38219988,0.51253086,0.22299606,0.3101102,0.50824517,0.26360694,0.45421028,0.43880492,0.49794385,0.47553298,0.49402776,0.44428802,0.18482026,0.28304356,0.42106816
LSI,RandomBaseline_test,Gossen's second law,Concepts_50,0.15946588,0.08678941,0.9569756,0.29223508,0.15747502,0.1188025,0.12534925,0.14890961,0.13228522,0.23547187,0.065661326,0.16548288,0.18696666,0.17959625,0.07780379,0.06820518,0.16729563,0.080269456,0.16065556,0.07756542,0.21068795,0.15765797,0.26238137,0.12306276,0.08539934,0.1267061,0.18907708
LSI,RandomBaseline_test,Identity of indiscernibles,Concepts_50,0.3045441,0.10450753,0.36533654,0.33093348,0.17162898,0.21871889,0.21563527,0.1809631,0.22061849,0.39265442,0.25278303,0.29631907,0.2530168,0.35717034,0.18753453,0.23104674,0.25896457,0.1500886,0.18484586,0.14695561,0.6931924,0.44264662,0.17892668,0.7445804,0.07635865,0.14907616,0.23326376
LSI,RandomBaseline_test,Jurisprudence of concepts,Concepts_50,0.26152894,0.054908246,0.18439409,0.24441205,0.09685768,0.2093484,0.23662956,0.10359678,0.20869476,0.2869142,0.15879722,0.06845389,0.16448833,0.32955158,0.10516055,0.18322392,0.29209137,0.059072472,0.2367486,0.88217723,0.514707,0.22057295,0.14582984,0.15461144,0.077844486,0.114355564,0.1492356
LSI,RandomBaseline_test,Just-world hypothesis,Concepts_50,0.34756857,0.10303138,0.32704484,0.35877463,0.18997897,0.21866946,0.2409864,0.26340973,0.42728603,0.5078637,0.4544146,0.13487275,0.26202855,0.5034982,0.21609433,0.6911421,0.4981065,0.16977333,0.5433507,0.3030402,0.64571923,0.43471798,0.5183991,0.24405365,0.13863084,0.30135167,0.23470928
LSI,RandomBaseline_test,Knowledge arena,Concepts_50,0.30705783,0.143711,0.49377933,0.37417167,0.2573223,0.21242435,0.198008,0.4762107,0.30522954,0.3394783,0.1272796,0.28110942,0.30462623,0.3064955,0.13094388,0.17126994,0.23770425,0.12779921,0.19625115,0.20177734,0.5053941,0.340043,0.27814382,0.36074394,0.10723567,0.13967545,0.7802955
LSI,RandomBaseline_test,Mental representation,Concepts_50,0.61481196,0.16239429,0.4132844,0.4291933,0.17901781,0.38830197,0.50167716,0.21755125,0.3120544,0.56809825,0.25940916,0.1627121,0.38264036,0.5103038,0.24522908,0.29577178,0.33828875,0.15783542,0.23807308,0.23953012,0.7570692,0.4361948,0.2006334,0.3058812,0.14648429,0.16814063,0.2838175
LSI,RandomBaseline_test,Negative (photography),Concepts_50,0.355886,0.1315334,0.106016755,0.29446942,0.69234705,0.55057967,0.65438867,0.12767404,0.22464734,0.24384074,0.12541288,0.14122558,0.23011523,0.17986661,0.31670827,0.13171917,0.17099991,0.14805807,0.12954143,0.075180314,0.18687555,0.20719597,0.1461745,0.14386292,0.099399805,0.09313574,0.3155846
LSI,RandomBaseline_test,Negative cache,Concepts_50,0.2566625,0.13749522,0.2720595,0.29951805,0.43132752,0.25325292,0.29301965,0.3864821,0.48230064,0.40588716,0.20418203,0.1401018,0.4902417,0.3320918,0.37386084,0.24364895,0.38573232,0.21881786,0.35068762,0.30061805,0.33867982,0.24844159,0.40582544,0.37820333,0.11637157,0.22222383,0.7161935
LSI,RandomBaseline_test,Negative double,Concepts_50,0.23828705,0.08215884,0.5861659,0.24382475,0.23893502,0.2258645,0.46218506,0.51803166,0.31563488,0.39165193,0.118051946,0.095434815,0.13808137,0.20529866,0.13130653,0.13782206,0.48799908,0.23473471,0.41793287,0.40156323,0.20491913,0.31646878,0.5860079,0.24575658,0.22617874,0.22878096,0.20017472
LSI,RandomBaseline_test,Negative luminescence,Concepts_50,0.18739867,0.35189012,0.74478996,0.39957574,0.24652056,0.15007582,0.16725232,0.17644018,0.22511551,0.18890539,0.16934083,0.52175415,0.12817128,0.18748367,0.11151945,0.3585873,0.25661504,0.3590761,0.3166089,0.07994699,0.27926457,0.36906585,0.26983747,0.22282255,0.090283826,0.14007714,0.35151935
LSI,RandomBaseline_test,Negative refraction,Concepts_50,0.36204502,0.31969264,0.4168946,0.40575072,0.25274396,0.23593631,0.24289781,0.42084944,0.3730042,0.27975893,0.18363923,0.7111846,0.1881834,0.23551501,0.20082924,0.31094512,0.3169261,0.40804687,0.2973078,0.34588063,0.38573962,0.24839759,0.24216287,0.3837989,0.12101993,0.21045637,0.36604804
LSI,RandomBaseline_test,Negative room pressure,Concepts_50,0.30928415,0.44390428,0.24076556,0.38526598,0.2220012,0.3274961,0.28281567,0.15886924,0.34839016,0.47731766,0.17179395,0.5558334,0.09234664,0.38808843,0.11840207,0.32304418,0.267016,0.2767026,0.63952494,0.23792069,0.19079907,0.28099656,0.49071467,0.13031897,0.2852611,0.23512487,0.27391407
LSI,RandomBaseline_test,Negative sign (astrology),Concepts_50,0.4037893,0.56049144,0.36197972,0.44900125,0.1677844,0.3083366,0.29392394,0.15309681,0.32039976,0.42921582,0.35817036,0.59991306,0.3207271,0.38773593,0.26878053,0.47623798,0.37464657,0.17732215,0.5318216,0.2037199,0.38497198,0.31571302,0.3401898,0.25084072,0.10888295,0.20883347,0.29844797
LSI,RandomBaseline_test,Negative temperature,Concepts_50,0.048383642,0.41607273,0.110179484,0.1416883,0.07052606,0.045683924,0.043562617,0.042598367,0.052411262,0.09589405,0.027909294,0.98629755,0.027402606,0.059357356,0.07133711,0.068011284,0.0549658,0.17560488,0.054227825,0.02462459,0.082883805,0.0839745,0.03305479,0.09273662,0.024823423,0.033229046,0.108997874
LSI,RandomBaseline_test,Paired opposites,Concepts_50,0.30238044,0.35794196,0.29495144,0.46722364,0.30168512,0.21209863,0.2241151,0.16589129,0.2724501,0.34826976,0.1958482,0.7652054,0.13172823,0.3761539,0.20327415,0.28618827,0.22001259,0.17798659,0.29825288,0.17022419,0.5054363,0.27310008,0.2771503,0.42892218,0.10599113,0.16041408,0.34333205
